"","V1","V2"
"35072","INXS","The Slew"
"35073","INXS","Billy Joel"
"35074","INXS","Blue October"
"35075","INXS","Blue Öyster Cult"
"35076","INXS","Dear and the Headlights"
"35077","INXS","Eels"
"35078","INXS","Electric Light Orchestra"
"35079","INXS","Elvis Presley"
"35080","INXS","Foxy Shazam"
"35081","INXS","Frank Zappa"
"35082","INXS","Franz Ferdinand"
"35083","INXS","Guster"
"35084","INXS","Kansas"
"35085","INXS","Max Q"
"35086","INXS","Middle Class Rut"
"35087","INXS","Mutemath"
"35088","INXS","My Darkest Days"
"35089","INXS","Nine Inch Nails"
"35090","INXS","OK Go"
"35091","INXS","Open Mind"
"35092","INXS","Pixies"
"35093","INXS","Radiohead"
"35094","INXS","Supertramp"
"35095","INXS","System of a Down"
"35096","INXS","The Airborne Toxic Event"
"35097","INXS","The Animals"
"35098","INXS","The Black Keys"
"35099","INXS","The Bravery"
"35100","INXS","The Doors"
"35101","INXS","The Lovin' Spoonful"
"35102","INXS","The Mars Volta"
"35103","INXS","The Offspring"
"35104","INXS","The Smashing Pumpkins"
"35105","INXS","The Strokes"
"35106","INXS","Them Crooked Vultures"
"35107","INXS","Arctic Monkeys"
"35108","INXS","blink-182"
"35109","INXS","Dan Auerbach"
"35110","INXS","David Byrne & St. Vincent"
"35111","INXS","Elton John"
"35112","INXS","Fu Manchu"
"35113","INXS","Gorillaz"
"35114","INXS","Jets to Brazil"
"35115","INXS","Kaiser Chiefs"
"35116","INXS","Les Claypool"
"35117","INXS","Manchester Orchestra"
"35118","INXS","Marilyn Manson"
"35119","INXS","mewithoutYou"
"35120","INXS","Modest Mouse"
"35121","INXS","Mosh"
"35122","INXS","Pink Floyd"
"35123","INXS","Primus"
"35124","INXS","Quasi"
"35125","INXS","Reel Big Fish"
"35126","INXS","Rush"
"35127","INXS","Spoon"
"35128","INXS","Talking Heads"
"35129","INXS","The Fratellis"
"35130","INXS","The Mamas & the Papas"
"35131","INXS","The Shadows"
"35132","INXS","The String Cheese Incident"
"35133","INXS","Tom Waits"
"35134","INXS","Avenged Sevenfold"
"35135","INXS","AWOLNATION"
"35136","INXS","Ben Folds"
"35137","INXS","Beware of Darkness"
"35138","INXS","Billy Preston"
"35139","INXS","Brutus"
"35140","INXS","Capital Cities"
"35141","INXS","Captain Beefheart & His Magic Band"
"35142","INXS","Colonel Claypool's Bucket of Bernie Brains"
"35143","INXS","Dead Man's Bones"
"35144","INXS","Deftones"
"35145","INXS","Drowning Pool"
"35146","INXS","Duane Eddy"
"35147","INXS","Duran Duran"
"35148","INXS","Far Out"
"35149","INXS","Gary Jules"
"35150","INXS","Goldfinger"
"35151","INXS","Greenleaf"
"35152","INXS","Grouplove"
"35153","INXS","Iron Butterfly"
"35154","INXS","Johnny Cash"
"35155","INXS","Kasabian"
"35156","INXS","Katy Perry"
"35157","INXS","Kyuss"
"35158","INXS","Linda Ronstadt"
"35159","INXS","Meg Myers"
"35160","INXS","Metallica"
"35161","INXS","Mr. Bungle"
"35162","INXS","Porcupine Tree"
"35163","INXS","Portugal. The Man"
"35164","INXS","Riverside"
"35165","INXS","Silversun Pickups"
"35166","INXS","Simon & Garfunkel"
"35167","INXS","Suede"
"35168","INXS","Tame Impala"
"35169","INXS","Tears for Fears"
"35170","INXS","The Black Heart Procession"
"35171","INXS","The Cyrkle"
"35172","INXS","The Kills"
"35173","INXS","The Night Marchers"
"35174","INXS","The Orwells"
"35175","INXS","The Shins"
"35176","INXS","The Surf Zombies"
"35177","INXS","The Ventures"
"35178","INXS","The Wombats"
"35179","INXS","Tindersticks"
"35180","INXS","Tom Jones"
"35181","INXS","Vampire Weekend"
"35182","My Chemical Romance","Nic Armstrong & The Thieves"
"35183","My Chemical Romance","Phantom Planet"
"35184","My Chemical Romance","The Raconteurs"
"35185","My Chemical Romance","The Vines"
"35186","My Chemical Romance","The Wallflowers"
"35187","My Chemical Romance","Toto"
"35188","My Chemical Romance","Weezer"
"35189","My Chemical Romance","311"
"35190","My Chemical Romance","Brad Sucks"
"35191","My Chemical Romance","Brand New"
"35192","My Chemical Romance","Caesars"
"35193","My Chemical Romance","Cake"
"35194","My Chemical Romance","Chicago"
"35195","My Chemical Romance","David Bowie"
"35196","My Chemical Romance","Dexter Freebish"
"35197","My Chemical Romance","Don't Stop Or We'll Die"
"35198","My Chemical Romance","Drenge"
"35199","My Chemical Romance","Finger Eleven"
"35200","My Chemical Romance","Fleetwood Mac"
"35201","My Chemical Romance","Green Day"
"35202","My Chemical Romance","Jeff Buckley"
"35203","My Chemical Romance","Jimi Hendrix"
"35204","My Chemical Romance","Kongos"
"35205","My Chemical Romance","Led Zeppelin"
"35206","My Chemical Romance","Mother of God"
"35207","My Chemical Romance","Muse"
"35208","My Chemical Romance","Nico Vega"
"35209","My Chemical Romance","Nirvana"
"35210","My Chemical Romance","Pile"
"35211","My Chemical Romance","Queen"
"35212","My Chemical Romance","Ram Jam"
"35213","My Chemical Romance","Shocking Blue"
"35214","My Chemical Romance","Soundgarden"
"35215","My Chemical Romance","The Dead Weather"
"35216","My Chemical Romance","The Rolling Stones"
"35217","My Chemical Romance","The Slew"
"35218","My Chemical Romance","Billy Joel"
"35219","My Chemical Romance","Blue October"
"35220","My Chemical Romance","Blue Öyster Cult"
"35221","My Chemical Romance","Dear and the Headlights"
"35222","My Chemical Romance","Eels"
"35223","My Chemical Romance","Electric Light Orchestra"
"35224","My Chemical Romance","Elvis Presley"
"35225","My Chemical Romance","Foxy Shazam"
"35226","My Chemical Romance","Frank Zappa"
"35227","My Chemical Romance","Franz Ferdinand"
"35228","My Chemical Romance","Guster"
"35229","My Chemical Romance","Kansas"
"35230","My Chemical Romance","Max Q"
"35231","My Chemical Romance","Middle Class Rut"
"35232","My Chemical Romance","Mutemath"
"35233","My Chemical Romance","My Darkest Days"
"35234","My Chemical Romance","Nine Inch Nails"
"35235","My Chemical Romance","OK Go"
"35236","My Chemical Romance","Open Mind"
"35237","My Chemical Romance","Pixies"
"35238","My Chemical Romance","Radiohead"
"35239","My Chemical Romance","Supertramp"
"35240","My Chemical Romance","System of a Down"
"35241","My Chemical Romance","The Airborne Toxic Event"
"35242","My Chemical Romance","The Animals"
"35243","My Chemical Romance","The Black Keys"
"35244","My Chemical Romance","The Bravery"
"35245","My Chemical Romance","The Doors"
"35246","My Chemical Romance","The Lovin' Spoonful"
"35247","My Chemical Romance","The Mars Volta"
"35248","My Chemical Romance","The Offspring"
"35249","My Chemical Romance","The Smashing Pumpkins"
"35250","My Chemical Romance","The Strokes"
"35251","My Chemical Romance","Them Crooked Vultures"
"35252","My Chemical Romance","Arctic Monkeys"
"35253","My Chemical Romance","blink-182"
"35254","My Chemical Romance","Dan Auerbach"
"35255","My Chemical Romance","David Byrne & St. Vincent"
"35256","My Chemical Romance","Elton John"
"35257","My Chemical Romance","Fu Manchu"
"35258","My Chemical Romance","Gorillaz"
"35259","My Chemical Romance","Jets to Brazil"
"35260","My Chemical Romance","Kaiser Chiefs"
"35261","My Chemical Romance","Les Claypool"
"35262","My Chemical Romance","Manchester Orchestra"
"35263","My Chemical Romance","Marilyn Manson"
"35264","My Chemical Romance","mewithoutYou"
"35265","My Chemical Romance","Modest Mouse"
"35266","My Chemical Romance","Mosh"
"35267","My Chemical Romance","Pink Floyd"
"35268","My Chemical Romance","Primus"
"35269","My Chemical Romance","Quasi"
"35270","My Chemical Romance","Reel Big Fish"
"35271","My Chemical Romance","Rush"
"35272","My Chemical Romance","Spoon"
"35273","My Chemical Romance","Talking Heads"
"35274","My Chemical Romance","The Fratellis"
"35275","My Chemical Romance","The Mamas & the Papas"
"35276","My Chemical Romance","The Shadows"
"35277","My Chemical Romance","The String Cheese Incident"
"35278","My Chemical Romance","Tom Waits"
"35279","My Chemical Romance","Avenged Sevenfold"
"35280","My Chemical Romance","AWOLNATION"
"35281","My Chemical Romance","Ben Folds"
"35282","My Chemical Romance","Beware of Darkness"
"35283","My Chemical Romance","Billy Preston"
"35284","My Chemical Romance","Brutus"
"35285","My Chemical Romance","Capital Cities"
"35286","My Chemical Romance","Captain Beefheart & His Magic Band"
"35287","My Chemical Romance","Colonel Claypool's Bucket of Bernie Brains"
"35288","My Chemical Romance","Dead Man's Bones"
"35289","My Chemical Romance","Deftones"
"35290","My Chemical Romance","Drowning Pool"
"35291","My Chemical Romance","Duane Eddy"
"35292","My Chemical Romance","Duran Duran"
"35293","My Chemical Romance","Far Out"
"35294","My Chemical Romance","Gary Jules"
"35295","My Chemical Romance","Goldfinger"
"35296","My Chemical Romance","Greenleaf"
"35297","My Chemical Romance","Grouplove"
"35298","My Chemical Romance","Iron Butterfly"
"35299","My Chemical Romance","Johnny Cash"
"35300","My Chemical Romance","Kasabian"
"35301","My Chemical Romance","Katy Perry"
"35302","My Chemical Romance","Kyuss"
"35303","My Chemical Romance","Linda Ronstadt"
"35304","My Chemical Romance","Meg Myers"
"35305","My Chemical Romance","Metallica"
"35306","My Chemical Romance","Mr. Bungle"
"35307","My Chemical Romance","Porcupine Tree"
"35308","My Chemical Romance","Portugal. The Man"
"35309","My Chemical Romance","Riverside"
"35310","My Chemical Romance","Silversun Pickups"
"35311","My Chemical Romance","Simon & Garfunkel"
"35312","My Chemical Romance","Suede"
"35313","My Chemical Romance","Tame Impala"
"35314","My Chemical Romance","Tears for Fears"
"35315","My Chemical Romance","The Black Heart Procession"
"35316","My Chemical Romance","The Cyrkle"
"35317","My Chemical Romance","The Kills"
"35318","My Chemical Romance","The Night Marchers"
"35319","My Chemical Romance","The Orwells"
"35320","My Chemical Romance","The Shins"
"35321","My Chemical Romance","The Surf Zombies"
"35322","My Chemical Romance","The Ventures"
"35323","My Chemical Romance","The Wombats"
"35324","My Chemical Romance","Tindersticks"
"35325","My Chemical Romance","Tom Jones"
"35326","My Chemical Romance","Vampire Weekend"
"35327","Nic Armstrong & The Thieves","Phantom Planet"
"35328","Nic Armstrong & The Thieves","The Raconteurs"
"35329","Nic Armstrong & The Thieves","The Vines"
"35330","Nic Armstrong & The Thieves","The Wallflowers"
"35331","Nic Armstrong & The Thieves","Toto"
"35332","Nic Armstrong & The Thieves","Weezer"
"35333","Nic Armstrong & The Thieves","311"
"35334","Nic Armstrong & The Thieves","Brad Sucks"
"35335","Nic Armstrong & The Thieves","Brand New"
"35336","Nic Armstrong & The Thieves","Caesars"
"35337","Nic Armstrong & The Thieves","Cake"
"35338","Nic Armstrong & The Thieves","Chicago"
"35339","Nic Armstrong & The Thieves","David Bowie"
"35340","Nic Armstrong & The Thieves","Dexter Freebish"
"35341","Nic Armstrong & The Thieves","Don't Stop Or We'll Die"
"35342","Nic Armstrong & The Thieves","Drenge"
"35343","Nic Armstrong & The Thieves","Finger Eleven"
"35344","Nic Armstrong & The Thieves","Fleetwood Mac"
"35345","Nic Armstrong & The Thieves","Green Day"
"35346","Nic Armstrong & The Thieves","Jeff Buckley"
"35347","Nic Armstrong & The Thieves","Jimi Hendrix"
"35348","Nic Armstrong & The Thieves","Kongos"
"35349","Nic Armstrong & The Thieves","Led Zeppelin"
"35350","Nic Armstrong & The Thieves","Mother of God"
"35351","Nic Armstrong & The Thieves","Muse"
"35352","Nic Armstrong & The Thieves","Nico Vega"
"35353","Nic Armstrong & The Thieves","Nirvana"
"35354","Nic Armstrong & The Thieves","Pile"
"35355","Nic Armstrong & The Thieves","Queen"
"35356","Nic Armstrong & The Thieves","Ram Jam"
"35357","Nic Armstrong & The Thieves","Shocking Blue"
"35358","Nic Armstrong & The Thieves","Soundgarden"
"35359","Nic Armstrong & The Thieves","The Dead Weather"
"35360","Nic Armstrong & The Thieves","The Rolling Stones"
"35361","Nic Armstrong & The Thieves","The Slew"
"35362","Nic Armstrong & The Thieves","Billy Joel"
"35363","Nic Armstrong & The Thieves","Blue October"
"35364","Nic Armstrong & The Thieves","Blue Öyster Cult"
"35365","Nic Armstrong & The Thieves","Dear and the Headlights"
"35366","Nic Armstrong & The Thieves","Eels"
"35367","Nic Armstrong & The Thieves","Electric Light Orchestra"
"35368","Nic Armstrong & The Thieves","Elvis Presley"
"35369","Nic Armstrong & The Thieves","Foxy Shazam"
"35370","Nic Armstrong & The Thieves","Frank Zappa"
"35371","Nic Armstrong & The Thieves","Franz Ferdinand"
"35372","Nic Armstrong & The Thieves","Guster"
"35373","Nic Armstrong & The Thieves","Kansas"
"35374","Nic Armstrong & The Thieves","Max Q"
"35375","Nic Armstrong & The Thieves","Middle Class Rut"
"35376","Nic Armstrong & The Thieves","Mutemath"
"35377","Nic Armstrong & The Thieves","My Darkest Days"
"35378","Nic Armstrong & The Thieves","Nine Inch Nails"
"35379","Nic Armstrong & The Thieves","OK Go"
"35380","Nic Armstrong & The Thieves","Open Mind"
"35381","Nic Armstrong & The Thieves","Pixies"
"35382","Nic Armstrong & The Thieves","Radiohead"
"35383","Nic Armstrong & The Thieves","Supertramp"
"35384","Nic Armstrong & The Thieves","System of a Down"
"35385","Nic Armstrong & The Thieves","The Airborne Toxic Event"
"35386","Nic Armstrong & The Thieves","The Animals"
"35387","Nic Armstrong & The Thieves","The Black Keys"
"35388","Nic Armstrong & The Thieves","The Bravery"
"35389","Nic Armstrong & The Thieves","The Doors"
"35390","Nic Armstrong & The Thieves","The Lovin' Spoonful"
"35391","Nic Armstrong & The Thieves","The Mars Volta"
"35392","Nic Armstrong & The Thieves","The Offspring"
"35393","Nic Armstrong & The Thieves","The Smashing Pumpkins"
"35394","Nic Armstrong & The Thieves","The Strokes"
"35395","Nic Armstrong & The Thieves","Them Crooked Vultures"
"35396","Nic Armstrong & The Thieves","Arctic Monkeys"
"35397","Nic Armstrong & The Thieves","blink-182"
"35398","Nic Armstrong & The Thieves","Dan Auerbach"
"35399","Nic Armstrong & The Thieves","David Byrne & St. Vincent"
"35400","Nic Armstrong & The Thieves","Elton John"
"35401","Nic Armstrong & The Thieves","Fu Manchu"
"35402","Nic Armstrong & The Thieves","Gorillaz"
"35403","Nic Armstrong & The Thieves","Jets to Brazil"
"35404","Nic Armstrong & The Thieves","Kaiser Chiefs"
"35405","Nic Armstrong & The Thieves","Les Claypool"
"35406","Nic Armstrong & The Thieves","Manchester Orchestra"
"35407","Nic Armstrong & The Thieves","Marilyn Manson"
"35408","Nic Armstrong & The Thieves","mewithoutYou"
"35409","Nic Armstrong & The Thieves","Modest Mouse"
"35410","Nic Armstrong & The Thieves","Mosh"
"35411","Nic Armstrong & The Thieves","Pink Floyd"
"35412","Nic Armstrong & The Thieves","Primus"
"35413","Nic Armstrong & The Thieves","Quasi"
"35414","Nic Armstrong & The Thieves","Reel Big Fish"
"35415","Nic Armstrong & The Thieves","Rush"
"35416","Nic Armstrong & The Thieves","Spoon"
"35417","Nic Armstrong & The Thieves","Talking Heads"
"35418","Nic Armstrong & The Thieves","The Fratellis"
"35419","Nic Armstrong & The Thieves","The Mamas & the Papas"
"35420","Nic Armstrong & The Thieves","The Shadows"
"35421","Nic Armstrong & The Thieves","The String Cheese Incident"
"35422","Nic Armstrong & The Thieves","Tom Waits"
"35423","Nic Armstrong & The Thieves","Avenged Sevenfold"
"35424","Nic Armstrong & The Thieves","AWOLNATION"
"35425","Nic Armstrong & The Thieves","Ben Folds"
"35426","Nic Armstrong & The Thieves","Beware of Darkness"
"35427","Nic Armstrong & The Thieves","Billy Preston"
"35428","Nic Armstrong & The Thieves","Brutus"
"35429","Nic Armstrong & The Thieves","Capital Cities"
"35430","Nic Armstrong & The Thieves","Captain Beefheart & His Magic Band"
"35431","Nic Armstrong & The Thieves","Colonel Claypool's Bucket of Bernie Brains"
"35432","Nic Armstrong & The Thieves","Dead Man's Bones"
"35433","Nic Armstrong & The Thieves","Deftones"
"35434","Nic Armstrong & The Thieves","Drowning Pool"
"35435","Nic Armstrong & The Thieves","Duane Eddy"
"35436","Nic Armstrong & The Thieves","Duran Duran"
"35437","Nic Armstrong & The Thieves","Far Out"
"35438","Nic Armstrong & The Thieves","Gary Jules"
"35439","Nic Armstrong & The Thieves","Goldfinger"
"35440","Nic Armstrong & The Thieves","Greenleaf"
"35441","Nic Armstrong & The Thieves","Grouplove"
"35442","Nic Armstrong & The Thieves","Iron Butterfly"
"35443","Nic Armstrong & The Thieves","Johnny Cash"
"35444","Nic Armstrong & The Thieves","Kasabian"
"35445","Nic Armstrong & The Thieves","Katy Perry"
"35446","Nic Armstrong & The Thieves","Kyuss"
"35447","Nic Armstrong & The Thieves","Linda Ronstadt"
"35448","Nic Armstrong & The Thieves","Meg Myers"
"35449","Nic Armstrong & The Thieves","Metallica"
"35450","Nic Armstrong & The Thieves","Mr. Bungle"
"35451","Nic Armstrong & The Thieves","Porcupine Tree"
"35452","Nic Armstrong & The Thieves","Portugal. The Man"
"35453","Nic Armstrong & The Thieves","Riverside"
"35454","Nic Armstrong & The Thieves","Silversun Pickups"
"35455","Nic Armstrong & The Thieves","Simon & Garfunkel"
"35456","Nic Armstrong & The Thieves","Suede"
"35457","Nic Armstrong & The Thieves","Tame Impala"
"35458","Nic Armstrong & The Thieves","Tears for Fears"
"35459","Nic Armstrong & The Thieves","The Black Heart Procession"
"35460","Nic Armstrong & The Thieves","The Cyrkle"
"35461","Nic Armstrong & The Thieves","The Kills"
"35462","Nic Armstrong & The Thieves","The Night Marchers"
"35463","Nic Armstrong & The Thieves","The Orwells"
"35464","Nic Armstrong & The Thieves","The Shins"
"35465","Nic Armstrong & The Thieves","The Surf Zombies"
"35466","Nic Armstrong & The Thieves","The Ventures"
"35467","Nic Armstrong & The Thieves","The Wombats"
"35468","Nic Armstrong & The Thieves","Tindersticks"
"35469","Nic Armstrong & The Thieves","Tom Jones"
"35470","Nic Armstrong & The Thieves","Vampire Weekend"
"35471","Phantom Planet","The Raconteurs"
"35472","Phantom Planet","The Vines"
"35473","Phantom Planet","The Wallflowers"
"35474","Phantom Planet","Toto"
"35475","Phantom Planet","Weezer"
"35476","Phantom Planet","311"
"35477","Phantom Planet","Brad Sucks"
"35478","Phantom Planet","Brand New"
"35479","Phantom Planet","Caesars"
"35480","Phantom Planet","Cake"
"35481","Phantom Planet","Chicago"
"35482","Phantom Planet","David Bowie"
"35483","Phantom Planet","Dexter Freebish"
"35484","Phantom Planet","Don't Stop Or We'll Die"
"35485","Phantom Planet","Drenge"
"35486","Phantom Planet","Finger Eleven"
"35487","Phantom Planet","Fleetwood Mac"
"35488","Phantom Planet","Green Day"
"35489","Phantom Planet","Jeff Buckley"
"35490","Phantom Planet","Jimi Hendrix"
"35491","Phantom Planet","Kongos"
"35492","Phantom Planet","Led Zeppelin"
"35493","Phantom Planet","Mother of God"
"35494","Phantom Planet","Muse"
"35495","Phantom Planet","Nico Vega"
"35496","Phantom Planet","Nirvana"
"35497","Phantom Planet","Pile"
"35498","Phantom Planet","Queen"
"35499","Phantom Planet","Ram Jam"
"35500","Phantom Planet","Shocking Blue"
"35501","Phantom Planet","Soundgarden"
"35502","Phantom Planet","The Dead Weather"
"35503","Phantom Planet","The Rolling Stones"
"35504","Phantom Planet","The Slew"
"35505","Phantom Planet","Billy Joel"
"35506","Phantom Planet","Blue October"
"35507","Phantom Planet","Blue Öyster Cult"
"35508","Phantom Planet","Dear and the Headlights"
"35509","Phantom Planet","Eels"
"35510","Phantom Planet","Electric Light Orchestra"
"35511","Phantom Planet","Elvis Presley"
"35512","Phantom Planet","Foxy Shazam"
"35513","Phantom Planet","Frank Zappa"
"35514","Phantom Planet","Franz Ferdinand"
"35515","Phantom Planet","Guster"
"35516","Phantom Planet","Kansas"
"35517","Phantom Planet","Max Q"
"35518","Phantom Planet","Middle Class Rut"
"35519","Phantom Planet","Mutemath"
"35520","Phantom Planet","My Darkest Days"
"35521","Phantom Planet","Nine Inch Nails"
"35522","Phantom Planet","OK Go"
"35523","Phantom Planet","Open Mind"
"35524","Phantom Planet","Pixies"
"35525","Phantom Planet","Radiohead"
"35526","Phantom Planet","Supertramp"
"35527","Phantom Planet","System of a Down"
"35528","Phantom Planet","The Airborne Toxic Event"
"35529","Phantom Planet","The Animals"
"35530","Phantom Planet","The Black Keys"
"35531","Phantom Planet","The Bravery"
"35532","Phantom Planet","The Doors"
"35533","Phantom Planet","The Lovin' Spoonful"
"35534","Phantom Planet","The Mars Volta"
"35535","Phantom Planet","The Offspring"
"35536","Phantom Planet","The Smashing Pumpkins"
"35537","Phantom Planet","The Strokes"
"35538","Phantom Planet","Them Crooked Vultures"
"35539","Phantom Planet","Arctic Monkeys"
"35540","Phantom Planet","blink-182"
"35541","Phantom Planet","Dan Auerbach"
"35542","Phantom Planet","David Byrne & St. Vincent"
"35543","Phantom Planet","Elton John"
"35544","Phantom Planet","Fu Manchu"
"35545","Phantom Planet","Gorillaz"
"35546","Phantom Planet","Jets to Brazil"
"35547","Phantom Planet","Kaiser Chiefs"
"35548","Phantom Planet","Les Claypool"
"35549","Phantom Planet","Manchester Orchestra"
"35550","Phantom Planet","Marilyn Manson"
"35551","Phantom Planet","mewithoutYou"
"35552","Phantom Planet","Modest Mouse"
"35553","Phantom Planet","Mosh"
"35554","Phantom Planet","Pink Floyd"
"35555","Phantom Planet","Primus"
"35556","Phantom Planet","Quasi"
"35557","Phantom Planet","Reel Big Fish"
"35558","Phantom Planet","Rush"
"35559","Phantom Planet","Spoon"
"35560","Phantom Planet","Talking Heads"
"35561","Phantom Planet","The Fratellis"
"35562","Phantom Planet","The Mamas & the Papas"
"35563","Phantom Planet","The Shadows"
"35564","Phantom Planet","The String Cheese Incident"
"35565","Phantom Planet","Tom Waits"
"35566","Phantom Planet","Avenged Sevenfold"
"35567","Phantom Planet","AWOLNATION"
"35568","Phantom Planet","Ben Folds"
"35569","Phantom Planet","Beware of Darkness"
"35570","Phantom Planet","Billy Preston"
"35571","Phantom Planet","Brutus"
"35572","Phantom Planet","Capital Cities"
"35573","Phantom Planet","Captain Beefheart & His Magic Band"
"35574","Phantom Planet","Colonel Claypool's Bucket of Bernie Brains"
"35575","Phantom Planet","Dead Man's Bones"
"35576","Phantom Planet","Deftones"
"35577","Phantom Planet","Drowning Pool"
"35578","Phantom Planet","Duane Eddy"
"35579","Phantom Planet","Duran Duran"
"35580","Phantom Planet","Far Out"
"35581","Phantom Planet","Gary Jules"
"35582","Phantom Planet","Goldfinger"
"35583","Phantom Planet","Greenleaf"
"35584","Phantom Planet","Grouplove"
"35585","Phantom Planet","Iron Butterfly"
"35586","Phantom Planet","Johnny Cash"
"35587","Phantom Planet","Kasabian"
"35588","Phantom Planet","Katy Perry"
"35589","Phantom Planet","Kyuss"
"35590","Phantom Planet","Linda Ronstadt"
"35591","Phantom Planet","Meg Myers"
"35592","Phantom Planet","Metallica"
"35593","Phantom Planet","Mr. Bungle"
"35594","Phantom Planet","Porcupine Tree"
"35595","Phantom Planet","Portugal. The Man"
"35596","Phantom Planet","Riverside"
"35597","Phantom Planet","Silversun Pickups"
"35598","Phantom Planet","Simon & Garfunkel"
"35599","Phantom Planet","Suede"
"35600","Phantom Planet","Tame Impala"
"35601","Phantom Planet","Tears for Fears"
"35602","Phantom Planet","The Black Heart Procession"
"35603","Phantom Planet","The Cyrkle"
"35604","Phantom Planet","The Kills"
"35605","Phantom Planet","The Night Marchers"
"35606","Phantom Planet","The Orwells"
"35607","Phantom Planet","The Shins"
"35608","Phantom Planet","The Surf Zombies"
"35609","Phantom Planet","The Ventures"
"35610","Phantom Planet","The Wombats"
"35611","Phantom Planet","Tindersticks"
"35612","Phantom Planet","Tom Jones"
"35613","Phantom Planet","Vampire Weekend"
"35614","The Raconteurs","The Vines"
"35615","The Raconteurs","The Wallflowers"
"35616","The Raconteurs","Toto"
"35617","The Raconteurs","Weezer"
"35618","The Raconteurs","311"
"35619","The Raconteurs","Brad Sucks"
"35620","The Raconteurs","Brand New"
"35621","The Raconteurs","Caesars"
"35622","The Raconteurs","Cake"
"35623","The Raconteurs","Chicago"
"35624","The Raconteurs","David Bowie"
"35625","The Raconteurs","Dexter Freebish"
"35626","The Raconteurs","Don't Stop Or We'll Die"
"35627","The Raconteurs","Drenge"
"35628","The Raconteurs","Finger Eleven"
"35629","The Raconteurs","Fleetwood Mac"
"35630","The Raconteurs","Green Day"
"35631","The Raconteurs","Jeff Buckley"
"35632","The Raconteurs","Jimi Hendrix"
"35633","The Raconteurs","Kongos"
"35634","The Raconteurs","Led Zeppelin"
"35635","The Raconteurs","Mother of God"
"35636","The Raconteurs","Muse"
"35637","The Raconteurs","Nico Vega"
"35638","The Raconteurs","Nirvana"
"35639","The Raconteurs","Pile"
"35640","The Raconteurs","Queen"
"35641","The Raconteurs","Ram Jam"
"35642","The Raconteurs","Shocking Blue"
"35643","The Raconteurs","Soundgarden"
"35644","The Raconteurs","The Dead Weather"
"35645","The Raconteurs","The Rolling Stones"
"35646","The Raconteurs","The Slew"
"35647","The Raconteurs","Billy Joel"
"35648","The Raconteurs","Blue October"
"35649","The Raconteurs","Blue Öyster Cult"
"35650","The Raconteurs","Dear and the Headlights"
"35651","The Raconteurs","Eels"
"35652","The Raconteurs","Electric Light Orchestra"
"35653","The Raconteurs","Elvis Presley"
"35654","The Raconteurs","Foxy Shazam"
"35655","The Raconteurs","Frank Zappa"
"35656","The Raconteurs","Franz Ferdinand"
"35657","The Raconteurs","Guster"
"35658","The Raconteurs","Kansas"
"35659","The Raconteurs","Max Q"
"35660","The Raconteurs","Middle Class Rut"
"35661","The Raconteurs","Mutemath"
"35662","The Raconteurs","My Darkest Days"
"35663","The Raconteurs","Nine Inch Nails"
"35664","The Raconteurs","OK Go"
"35665","The Raconteurs","Open Mind"
"35666","The Raconteurs","Pixies"
"35667","The Raconteurs","Radiohead"
"35668","The Raconteurs","Supertramp"
"35669","The Raconteurs","System of a Down"
"35670","The Raconteurs","The Airborne Toxic Event"
"35671","The Raconteurs","The Animals"
"35672","The Raconteurs","The Black Keys"
"35673","The Raconteurs","The Bravery"
"35674","The Raconteurs","The Doors"
"35675","The Raconteurs","The Lovin' Spoonful"
"35676","The Raconteurs","The Mars Volta"
"35677","The Raconteurs","The Offspring"
"35678","The Raconteurs","The Smashing Pumpkins"
"35679","The Raconteurs","The Strokes"
"35680","The Raconteurs","Them Crooked Vultures"
"35681","The Raconteurs","Arctic Monkeys"
"35682","The Raconteurs","blink-182"
"35683","The Raconteurs","Dan Auerbach"
"35684","The Raconteurs","David Byrne & St. Vincent"
"35685","The Raconteurs","Elton John"
"35686","The Raconteurs","Fu Manchu"
"35687","The Raconteurs","Gorillaz"
"35688","The Raconteurs","Jets to Brazil"
"35689","The Raconteurs","Kaiser Chiefs"
"35690","The Raconteurs","Les Claypool"
"35691","The Raconteurs","Manchester Orchestra"
"35692","The Raconteurs","Marilyn Manson"
"35693","The Raconteurs","mewithoutYou"
"35694","The Raconteurs","Modest Mouse"
"35695","The Raconteurs","Mosh"
"35696","The Raconteurs","Pink Floyd"
"35697","The Raconteurs","Primus"
"35698","The Raconteurs","Quasi"
"35699","The Raconteurs","Reel Big Fish"
"35700","The Raconteurs","Rush"
"35701","The Raconteurs","Spoon"
"35702","The Raconteurs","Talking Heads"
"35703","The Raconteurs","The Fratellis"
"35704","The Raconteurs","The Mamas & the Papas"
"35705","The Raconteurs","The Shadows"
"35706","The Raconteurs","The String Cheese Incident"
"35707","The Raconteurs","Tom Waits"
"35708","The Raconteurs","Avenged Sevenfold"
"35709","The Raconteurs","AWOLNATION"
"35710","The Raconteurs","Ben Folds"
"35711","The Raconteurs","Beware of Darkness"
"35712","The Raconteurs","Billy Preston"
"35713","The Raconteurs","Brutus"
"35714","The Raconteurs","Capital Cities"
"35715","The Raconteurs","Captain Beefheart & His Magic Band"
"35716","The Raconteurs","Colonel Claypool's Bucket of Bernie Brains"
"35717","The Raconteurs","Dead Man's Bones"
"35718","The Raconteurs","Deftones"
"35719","The Raconteurs","Drowning Pool"
